Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4917,Metal Gear Solid: The Legacy Collection,ps3,2013.0,adventure,konami digital entertainment,0.31,0.01,0.03,0.05,0.39
4918,Tear Ring Saga Yutona Eiyuu Senki,ps,2001.0,role-playing,enterbrain,0.0,0.0,0.37,0.03,0.39
4919,Project X Zone,3ds,2012.0,role-playing,namco bandai games,0.18,0.04,0.15,0.02,0.39
4920,Red Faction: Armageddon,x360,2011.0,shooter,thq,0.18,0.17,0.01,0.04,0.39
4921,Wipeout 2048,psv,2012.0,racing,sony computer entertainment,0.14,0.19,0.0,0.06,0.39
4922,Need for Speed: Nitro,ds,2009.0,racing,electronic arts,0.22,0.13,0.0,0.04,0.39
4923,Mystery Case Files: The Malgrave Incident,wii,2011.0,adventure,nintendo,0.19,0.17,0.0,0.03,0.39
4924,Yoshi Touch & Go,ds,2005.0,platform,nintendo,0.34,0.02,0.0,0.03,0.39
4925,EA Sports Active 2,x360,2010.0,sports,electronic arts,0.18,0.17,0.0,0.04,0.39
4926,Combat of Giants: Dinosaurs 3D,3ds,2011.0,strategy,ubisoft,0.25,0.06,0.05,0.03,0.39
4927,Taiko no Tatsujin Wii: Ketteiban,wii,2011.0,misc,namco bandai games,0.0,0.0,0.39,0.0,0.39
4928,Age of Empires III,pc,2005.0,strategy,microsoft game studios,0.0,0.32,0.0,0.07,0.39
4929,SSX 3,xb,2003.0,sports,electronic arts,0.29,0.08,0.0,0.01,0.39
4930,MLB 15: The Show,ps3,2015.0,sports,sony computer entertainment,0.3,0.01,0.0,0.07,0.39
4931,Madden NFL 2005,gba,2004.0,sports,electronic arts,0.28,0.1,0.0,0.01,0.39
4932,All-Star Baseball 2000,n64,1999.0,sports,acclaim entertainment,0.36,0.03,0.0,0.0,0.39
4933,Custom Robo V2,n64,2000.0,fighting,nintendo,0.0,0.0,0.34,0.05,0.39
4934,Extreme-G: XG2,n64,1998.0,racing,acclaim entertainment,0.31,0.07,0.0,0.0,0.39
4935,BattleTanx: Global Assault,n64,1999.0,action,3do,0.31,0.07,0.0,0.0,0.39
4936,Robert Ludlum's The Bourne Conspiracy,ps3,2009.0,action,vivendi games,0.18,0.14,0.0,0.06,0.39
4937,Chibi-Robo! Plug into Adventure!,gc,2005.0,adventure,nintendo,0.23,0.06,0.09,0.01,0.39
4938,Dawn of Discovery,pc,2009.0,simulation,ubisoft,0.0,0.32,0.0,0.07,0.39
4939,Jampack Winter 2003 (RP-T),ps2,2003.0,misc,sony computer entertainment,0.19,0.15,0.0,0.05,0.39
4940,Dancing with the Stars: We Dance!,wii,2008.0,misc,activision,0.36,0.0,0.0,0.03,0.39
4941,Kengo: Master of Bushido,ps2,2000.0,fighting,ubisoft,0.16,0.13,0.06,0.04,0.39
4942,Blood Omen 2,ps2,2002.0,action,eidos interactive,0.19,0.15,0.0,0.05,0.39
4943,Sesame Street: Elmo's A-to-Zoo Adventure,wii,2010.0,misc,warner bros. interactive entertainment,0.37,0.0,0.0,0.02,0.39
4944,Skylanders Giants,wiiu,2012.0,action,activision,0.23,0.12,0.0,0.04,0.39
4945,Just Dance 4,wiiu,2012.0,misc,ubisoft,0.22,0.14,0.0,0.03,0.39
4946,Super Fire ProWrestling,snes,1991.0,fighting,human entertainment,0.0,0.0,0.39,0.0,0.39
4947,Cabela's Dangerous Hunts 2,ps2,2005.0,sports,activision,0.19,0.15,0.0,0.05,0.39
4948,Marvel: Ultimate Alliance,ps3,2006.0,role-playing,activision,0.33,0.02,0.0,0.04,0.39
4949,SpongeBob vs The Big One: Beach Party Cook Off,ds,2009.0,adventure,thq,0.24,0.11,0.0,0.04,0.39
4950,MotoGP 08,ps3,2008.0,racing,capcom,0.07,0.24,0.0,0.08,0.39
4951,Imagine: Party Babyz,wii,2008.0,simulation,ubisoft,0.34,0.02,0.0,0.03,0.39
4952,Chessmaster,ps2,2003.0,misc,ubisoft,0.19,0.15,0.0,0.05,0.39
4953,Tiger Woods PGA Tour 14,ps3,2013.0,sports,electronic arts,0.16,0.15,0.0,0.07,0.39
4954,Fatal Fury,snes,1992.0,fighting,takara,0.0,0.0,0.39,0.0,0.39
4955,Farming Simulator 2013,x360,2013.0,simulation,focus home interactive,0.22,0.13,0.0,0.03,0.39
4956,From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,gb,2001.0,role-playing,banpresto,0.0,0.0,0.39,0.0,0.39
4957,The Dog Island,wii,2007.0,adventure,ubisoft,0.35,0.01,0.0,0.03,0.39
4958,Madden NFL Football,3ds,2011.0,sports,electronic arts,0.36,0.01,0.0,0.03,0.39
4959,The Sims 2,gba,2005.0,simulation,electronic arts,0.28,0.1,0.0,0.01,0.39
4960,Ice Age 2: The Meltdown,ps2,2006.0,platform,vivendi games,0.19,0.15,0.0,0.05,0.39
4961,MLB 14: The Show,ps3,2014.0,sports,sony computer entertainment america,0.35,0.0,0.0,0.04,0.39
4962,Super Famista 3,snes,1994.0,sports,namco bandai games,0.0,0.0,0.39,0.0,0.39
4963,Auto Modellista,ps2,2002.0,racing,capcom,0.19,0.15,0.0,0.05,0.39
4964,Tom Clancy's Ghost Recon 2: Summit Strike,xb,2005.0,shooter,ubisoft,0.29,0.08,0.0,0.01,0.39
4965,Junior Classic Games,ds,2009.0,misc,avanquest,0.26,0.09,0.0,0.03,0.39
4966,Hooked! Again: Real Motion Fishing,wii,2009.0,sports,505 games,0.36,0.0,0.0,0.03,0.39
4967,Tiger Woods PGA Tour 08,ps2,2007.0,sports,electronic arts,0.19,0.15,0.0,0.05,0.39
4968,Karaoke Revolution Presents American Idol Encore,ps2,2008.0,misc,konami digital entertainment,0.19,0.15,0.0,0.05,0.39
4969,Airlock,2600,1981.0,action,data age,0.36,0.02,0.0,0.0,0.39
4970,Tokimeki Memorial 2,ps,1999.0,simulation,konami digital entertainment,0.0,0.0,0.36,0.03,0.39
4971,Samurai Warriors Chronicles,3ds,2011.0,action,tecmo koei,0.12,0.05,0.2,0.01,0.39
4972,Tomb Raider: Legend,x360,2006.0,action,eidos interactive,0.27,0.08,0.01,0.03,0.39
4973,Ice Age: Dawn of the Dinosaurs,ds,2009.0,action,activision,0.2,0.15,0.0,0.04,0.39
4974,Dance Party: Pop Hits,wii,2009.0,misc,nordic games,0.0,0.36,0.0,0.02,0.39
4975,Harry Potter: Quidditch World Cup,gba,2003.0,sports,electronic arts,0.28,0.1,0.0,0.01,0.39
4976,Jam Sessions: Sing and Play Guitar (US sales),ds,2007.0,misc,ubisoft,0.38,0.0,0.0,0.0,0.38
4977,Saints Row IV,ps4,2015.0,action,deep silver,0.13,0.17,0.03,0.06,0.38
4978,Evil Dead: Fistfull of Boomstick,ps2,2003.0,action,thq,0.19,0.15,0.0,0.05,0.38
4979,One Piece: Unlimited World Red,3ds,2013.0,action,namco bandai games,0.05,0.04,0.28,0.01,0.38
4980,Phantasy Star Ø,ds,2008.0,role-playing,sega,0.16,0.0,0.2,0.01,0.38
4981,Triple Play 97,ps,1996.0,sports,electronic arts victor,0.21,0.15,0.0,0.03,0.38
4982,Virtua Tennis 2009,ps3,2009.0,sports,sega,0.09,0.23,0.0,0.07,0.38
4983,Super Soccer,snes,1991.0,sports,nintendo,0.0,0.0,0.38,0.0,0.38
4984,Shin Megami Tensei: Nocturne,ps2,2003.0,role-playing,ghostlight,0.07,0.05,0.25,0.02,0.38
4985,Wario Land II (GBC),gb,1998.0,platform,nintendo,0.0,0.0,0.38,0.0,0.38
4986,San Francisco Rush: Extreme Racing,ps,1997.0,racing,gt interactive,0.21,0.15,0.0,0.03,0.38
4987,Dragon's Crown,psv,2013.0,role-playing,nippon ichi software,0.16,0.05,0.12,0.05,0.38
4988,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,ps,1998.0,racing,human entertainment,0.0,0.0,0.36,0.03,0.38
4989,Imagine: Salon Stylist,ds,2009.0,simulation,ubisoft,0.24,0.11,0.0,0.04,0.38
4990,ESPN College Hoops 2K5,xb,2004.0,sports,sega,0.29,0.08,0.0,0.01,0.38
4991,Looney Tunes: Acme Arsenal,ps2,2007.0,action,warner bros. interactive entertainment,0.19,0.15,0.0,0.05,0.38
4992,Cabela's Dangerous Hunts 2009,wii,2008.0,sports,activision value,0.36,0.0,0.0,0.03,0.38
4993,Fragile Dreams: Farewell Ruins of the Moon,wii,2009.0,role-playing,rising star games,0.17,0.12,0.06,0.03,0.38
4994,SD Gundam G Generation Spirits,ps2,2007.0,strategy,namco bandai games,0.0,0.0,0.38,0.0,0.38
4995,Batman: Arkham City,wiiu,2012.0,action,warner bros. interactive entertainment,0.17,0.18,0.0,0.03,0.38
4996,Disney Sing It,ps3,2008.0,misc,disney interactive studios,0.27,0.07,0.0,0.04,0.38
4997,Peppa Pig: The Game,wii,2009.0,misc,pinnacle,0.0,0.35,0.0,0.03,0.38
4998,God Eater 2: Rage Burst,psv,2015.0,role-playing,namco bandai games,0.0,0.01,0.37,0.0,0.38
4999,Get Fit with Mel B,ps3,2010.0,sports,black bean games,0.15,0.17,0.0,0.07,0.38
5000,The Cat in the Hat,gba,2005.0,platform,jack of all games,0.27,0.1,0.0,0.01,0.38
5001,Naruto Shippuden: Ultimate Ninja Heroes 3,psp,2009.0,fighting,namco bandai games,0.13,0.04,0.19,0.03,0.38
5002,NFL GameDay 2002,ps2,2001.0,sports,sony computer entertainment,0.19,0.15,0.0,0.05,0.38
5003,Turok: Evolution,gc,2002.0,shooter,acclaim entertainment,0.3,0.08,0.0,0.01,0.38
5004,Destiny: The Taken King,x360,2015.0,shooter,activision,0.22,0.12,0.0,0.03,0.38
5005,Tamagotchi Connection: Corner Shop 3,ds,2007.0,simulation,atari,0.07,0.0,0.31,0.01,0.38
5006,Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,ps2,2002.0,strategy,namco bandai games,0.0,0.0,0.38,0.0,0.38
5007,Ice Age,gba,2002.0,action,ubisoft,0.27,0.1,0.0,0.01,0.38
5008,Sega Superstars Tennis,ps2,2008.0,sports,sega,0.1,0.0,0.0,0.28,0.38
5009,Headhunter,ps2,2002.0,action,sega,0.19,0.15,0.0,0.05,0.38
5010,Skate,ps3,2007.0,sports,electronic arts,0.29,0.05,0.0,0.04,0.38
5011,Shin Megami Tensei: Devil Summoner,sat,1995.0,role-playing,atlus,0.0,0.0,0.38,0.0,0.38
5012,Raving Rabbids: Travel in Time 3D,3ds,2011.0,platform,ubisoft,0.11,0.23,0.0,0.04,0.38
5013,NCAA Football 08,ps3,2007.0,sports,electronic arts,0.35,0.0,0.0,0.03,0.38
5014,Marvel Nemesis: Rise of the Imperfects,gc,2005.0,fighting,electronic arts,0.3,0.08,0.0,0.01,0.38
5015,NHL 15,ps3,2014.0,sports,electronic arts,0.21,0.11,0.0,0.06,0.38
5016,ESPN Extreme Games,ps,1994.0,sports,sony computer entertainment,0.11,0.08,0.17,0.03,0.38
5017,Forza Horizon 3,xone,2016.0,racing,microsoft game studios,0.15,0.2,0.0,0.03,0.38
5018,Overlord: Dark Legend,wii,2009.0,action,codemasters,0.12,0.22,0.0,0.04,0.38
5019,Ninja: Shadow of Darkness,ps,1998.0,action,eidos interactive,0.21,0.14,0.0,0.02,0.38
5020,SD Gundam G Generation-F,ps,2000.0,strategy,namco bandai games,0.0,0.0,0.36,0.02,0.38
5021,Bratz: Rock Angelz,ps2,2005.0,misc,thq,0.19,0.15,0.0,0.05,0.38
5022,FlatOut,ps2,2004.0,racing,empire interactive,0.19,0.15,0.0,0.05,0.38
5023,Phoenix Wright: Ace Attorney - Dual Destinies,3ds,2013.0,adventure,capcom,0.0,0.0,0.38,0.0,0.38
5024,SSX 3,gc,2003.0,sports,electronic arts,0.29,0.08,0.0,0.01,0.38
5025,NCAA Football 11,ps2,2010.0,sports,electronic arts,0.19,0.15,0.0,0.05,0.38
5026,Tales of Zestiria,ps4,2015.0,role-playing,namco bandai games,0.16,0.15,0.02,0.06,0.38
5027,Lilo & Stitch 2: Hämsterviel Havoc,gba,2004.0,action,disney interactive studios,0.27,0.1,0.0,0.01,0.38
5028,Metal Gear Solid: Snake Eater 3D,3ds,2012.0,action,konami digital entertainment,0.15,0.11,0.1,0.02,0.38
5029,Risk: Global Domination,ps2,2003.0,strategy,atari,0.19,0.15,0.0,0.05,0.38
5030,Elite Beat Agents,ds,2006.0,misc,nintendo,0.31,0.03,0.0,0.03,0.38
5031,NBA 2K7,ps3,2006.0,sports,take-two interactive,0.3,0.04,0.0,0.04,0.38
5032,Mobile Suit Gundam version 2.0,ps,1996.0,action,namco bandai games,0.0,0.0,0.36,0.02,0.38
5033,Grandia Xtreme,ps2,2002.0,role-playing,enix corporation,0.07,0.05,0.25,0.02,0.38
5034,Silent Scope,ps2,2000.0,shooter,konami digital entertainment,0.19,0.15,0.0,0.05,0.38
5035,Final Fantasy Adventure,gb,1991.0,role-playing,squaresoft,0.0,0.0,0.38,0.0,0.38
5036,Virtua Tennis 2009,wii,2009.0,sports,sega,0.13,0.21,0.0,0.04,0.38
5037,Dora The Explorer: Dora Saves the Snow Princess,ps2,2008.0,platform,take-two interactive,0.19,0.15,0.0,0.05,0.38
5038,The Incredible Hulk,ps2,2008.0,action,sega,0.32,0.01,0.0,0.05,0.38
5039,Mercenaries 2: World in Flames,ps2,2008.0,shooter,electronic arts,0.21,0.0,0.0,0.17,0.38
5040,Cabela's Big Game Hunter 2012,wii,2011.0,sports,activision,0.34,0.02,0.0,0.02,0.38
5041,EA Sports MMA,ps3,2010.0,fighting,electronic arts,0.16,0.15,0.01,0.06,0.38
5042,Iron Man 2,psp,2010.0,action,sega,0.18,0.12,0.0,0.07,0.38
5043,DiRT 2,wii,2009.0,racing,codemasters,0.11,0.23,0.0,0.04,0.38
5044,Tokimeki Memorial: Forever with You,sat,1996.0,simulation,konami digital entertainment,0.0,0.0,0.38,0.0,0.38
5045,MediEvil II,ps,1999.0,action,sony computer entertainment,0.21,0.14,0.0,0.02,0.38
5046,Guitar Hero On Tour: Modern Hits,ds,2009.0,misc,activision,0.13,0.2,0.0,0.04,0.38
5047,Hunter: The Reckoning,xb,2002.0,action,interplay,0.28,0.08,0.0,0.01,0.38
5048,MX vs. ATV Untamed,ps2,2007.0,racing,thq,0.32,0.01,0.0,0.05,0.38
5049,Rogue Trip: Vacation 2012,ps,1998.0,racing,gt interactive,0.21,0.14,0.0,0.02,0.38
5050,Dai-4-Ji Super Robot Taisen,snes,1995.0,strategy,banpresto,0.0,0.0,0.38,0.0,0.38
5051,Tiger Woods PGA Tour 08,psp,2007.0,sports,electronic arts,0.14,0.15,0.0,0.09,0.38
5052,Pokemon Channel,gc,2003.0,adventure,nintendo,0.24,0.06,0.07,0.01,0.38
5053,Taiko no Tatsujin Portable DX,psp,2011.0,misc,namco bandai games,0.0,0.0,0.38,0.0,0.38
5054,Etrian Odyssey IV: Legends of the Titans,3ds,2012.0,role-playing,atlus,0.12,0.05,0.2,0.01,0.38
5055,Moto Racer World Tour,ps,2000.0,racing,sony computer entertainment,0.21,0.14,0.0,0.02,0.38
5056,NCAA Final Four 2000,ps,1999.0,sports,989 sports,0.21,0.14,0.0,0.02,0.38
5057,Scribblenauts: Unlimited,wiiu,2012.0,action,warner bros. interactive entertainment,0.26,0.09,0.0,0.03,0.38
5058,FIFA 17,ps3,2016.0,sports,electronic arts,0.02,0.29,0.01,0.05,0.38
5059,Saints Row: The Third,pc,2011.0,action,thq,0.16,0.16,0.0,0.06,0.38
5060,Just Dance 2015,ps4,2014.0,misc,ubisoft,0.19,0.13,0.0,0.06,0.38
5061,Madagascar: Escape 2 Africa,ps2,2008.0,action,activision,0.12,0.0,0.0,0.26,0.38
5062,ZhuZhu Pets: Featuring The Wild Bunch,wii,2010.0,simulation,activision,0.32,0.03,0.0,0.03,0.38
5063,Hangman,2600,2009.0,puzzle,atari,0.35,0.02,0.0,0.0,0.38
5064,Petz Rescue: Wildlife Vet,ds,2008.0,simulation,ubisoft,0.35,0.0,0.0,0.03,0.38
5065,Green Day: Rock Band,wii,2010.0,misc,mtv games,0.22,0.12,0.0,0.03,0.38
5066,Gravitar,2600,1982.0,action,atari,0.35,0.02,0.0,0.0,0.38
5067,Monster Jam: Path of Destruction,ds,2010.0,racing,activision,0.35,0.0,0.0,0.02,0.38
5068,Toukiden: The Age of Demons,psv,2013.0,action,tecmo koei,0.05,0.05,0.25,0.03,0.38
5069,EyeToy Play 2,ps2,2004.0,misc,sony computer entertainment,0.18,0.14,0.0,0.05,0.38
5070,Dance Dance Revolution Ultramix 3,xb,2005.0,simulation,konami digital entertainment,0.28,0.08,0.0,0.01,0.38
5071,Mobile Suit Gundam: Extreme VS Full Boost,ps3,2014.0,fighting,namco bandai games,0.0,0.0,0.38,0.0,0.38
5072,WWE SmackDown vs. Raw 2011,ps2,2010.0,fighting,thq,0.24,0.07,0.0,0.07,0.38
5073,Need for Speed: Hot Pursuit,pc,2010.0,racing,electronic arts,0.12,0.2,0.0,0.06,0.38
5074,The Legend of Spyro: A New Beginning,ds,2006.0,platform,vivendi games,0.34,0.01,0.0,0.03,0.38
5075,Pro Evolution Soccer 2011 3D,3ds,2011.0,sports,konami digital entertainment,0.11,0.13,0.11,0.02,0.38
5076,Shin Megami Tensei: Devil Survivor Overclocked,3ds,2011.0,role-playing,ghostlight,0.28,0.01,0.06,0.02,0.38
5077,Dragon Ball Z: Attack of the Saiyans,ds,2009.0,role-playing,namco bandai games,0.13,0.02,0.21,0.01,0.38
5078,Marvel Super Hero Squad,wii,2009.0,fighting,thq,0.31,0.03,0.0,0.03,0.38
5079,The House of the Dead: Overkill - Extended Cut,ps3,2011.0,shooter,sega,0.15,0.17,0.0,0.06,0.38
5080,The Golden Compass,psp,2009.0,action,sega,0.11,0.16,0.0,0.1,0.38
5081,Harry Potter and the Prisoner of Azkaban,gc,2004.0,action,electronic arts,0.29,0.08,0.0,0.01,0.38
5082,Quake 4,x360,2005.0,shooter,activision,0.32,0.03,0.0,0.03,0.38
5083,Petz Rescue: Ocean Patrol,ds,2008.0,adventure,ubisoft,0.35,0.0,0.0,0.03,0.37
5084,Solaris,2600,1986.0,shooter,atari,0.35,0.02,0.0,0.0,0.37
5085,Puppy Palace,ds,2008.0,simulation,ubisoft,0.35,0.0,0.0,0.03,0.37
5086,Super Dragon Ball Z,ps2,2006.0,fighting,atari,0.09,0.07,0.19,0.02,0.37
5087,Paws & Claws: Pampered Pets,ds,2009.0,simulation,thq,0.35,0.0,0.0,0.03,0.37
5088,ESPN: Sports Connection,wiiu,2012.0,sports,ubisoft,0.21,0.12,0.0,0.04,0.37
5089,Alien: Isolation,ps3,2014.0,shooter,sega,0.12,0.19,0.0,0.07,0.37
5090,Naruto Shippuden: Ninja Destiny 2,ds,2008.0,fighting,takara tomy,0.19,0.03,0.13,0.02,0.37
5091,SAW,ps3,2009.0,action,konami digital entertainment,0.13,0.17,0.0,0.07,0.37
5092,The Legend of Spyro: The Eternal Night,ds,2007.0,platform,vivendi games,0.32,0.03,0.0,0.03,0.37
5093,Tobal 2,ps,1997.0,fighting,squaresoft,0.0,0.0,0.35,0.02,0.37
5094,Digging for Dinosaurs,ds,2010.0,action,scholastic inc.,0.35,0.0,0.0,0.02,0.37
5095,Trivial Pursuit,x360,2009.0,misc,electronic arts,0.12,0.21,0.0,0.04,0.37
5096,Tiger Woods PGA Tour 09,ps2,2008.0,sports,electronic arts,0.16,0.0,0.0,0.21,0.37
5097,Ultimate Spider-Man,gc,2005.0,action,activision,0.29,0.07,0.0,0.01,0.37
5098,Life is Strange,ps4,2016.0,adventure,square enix,0.14,0.15,0.03,0.06,0.37
5099,Kingdom Under Fire: Circle of Doom,x360,2007.0,role-playing,microsoft game studios,0.18,0.12,0.04,0.04,0.37
5100,NBA Inside Drive 2002,xb,2002.0,sports,microsoft game studios,0.28,0.08,0.0,0.01,0.37
5101,The BIGS,wii,2007.0,sports,take-two interactive,0.34,0.0,0.0,0.03,0.37
5102,Major League Baseball 2K6,x360,2006.0,sports,spike,0.34,0.0,0.0,0.03,0.37
5103,Kileak: The DNA Imperative,ps,1994.0,shooter,sony computer entertainment,0.08,0.06,0.21,0.02,0.37
5104,Petz: Catz 2,ps2,2006.0,simulation,ubisoft,0.18,0.14,0.0,0.05,0.37
5105,Mini Ninjas,wii,2009.0,action,eidos interactive,0.17,0.17,0.0,0.04,0.37
5106,Tom Clancy's The Division,pc,2016.0,shooter,ubisoft,0.2,0.14,0.0,0.03,0.37
5107,Phantasy Star Portable 2: Infinity,psp,2011.0,role-playing,sega,0.0,0.0,0.37,0.0,0.37
5108,Hell's Kitchen: The Game,ds,2008.0,simulation,ubisoft,0.34,0.01,0.0,0.03,0.37
5109,LEGO Dimensions,xone,2015.0,action,warner bros. interactive entertainment,0.21,0.13,0.0,0.03,0.37
5110,"Monsters, Inc. Scream Arena",gc,2002.0,platform,thq,0.29,0.07,0.0,0.01,0.37
5111,Reel Fishing III,ps2,2003.0,sports,natsume,0.18,0.14,0.0,0.05,0.37
5112,Cabela's Deer Hunt 2005 Season,ps2,2004.0,sports,activision,0.18,0.14,0.0,0.05,0.37
5113,Prince of Persia: The Forgotten Sands,psp,2010.0,action,ubisoft,0.09,0.18,0.01,0.1,0.37
5114,Rampage: Total Destruction,ps2,2006.0,action,midway games,0.18,0.14,0.0,0.05,0.37
5115,High Heat Major League Baseball 2003,ps2,2002.0,sports,3do,0.18,0.14,0.0,0.05,0.37
5116,Madden NFL 11,psp,2010.0,sports,electronic arts,0.35,0.0,0.0,0.03,0.37
5117,Super Formation Soccer 94,snes,1994.0,sports,human entertainment,0.0,0.0,0.37,0.0,0.37
5118,Panzer Dragoon,sat,1995.0,shooter,sega,0.0,0.0,0.37,0.0,0.37
5119,Tiger Woods PGA Tour 12: The Masters,wii,2011.0,sports,electronic arts,0.21,0.13,0.0,0.03,0.37
5120,Rage,pc,2011.0,shooter,bethesda softworks,0.14,0.18,0.0,0.06,0.37
5121,Spider-Man: Friend or Foe,ps2,2007.0,action,activision,0.31,0.01,0.0,0.05,0.37
5122,Yarudora Series Vol.1: Double Cast,ps,1998.0,adventure,sony computer entertainment,0.0,0.0,0.35,0.02,0.37
5123,Dungeon Siege III,x360,2011.0,role-playing,square enix,0.21,0.12,0.01,0.03,0.37
5124,Juiced 2: Hot Import Nights,psp,2007.0,racing,thq,0.06,0.2,0.0,0.11,0.37
5125,Rec Room Games,wii,2009.0,sports,destineer,0.35,0.0,0.0,0.02,0.37
5126,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,n64,2000.0,role-playing,chunsoft,0.0,0.0,0.32,0.05,0.37
5127,Turok: Rage Wars,n64,1999.0,shooter,acclaim entertainment,0.3,0.06,0.0,0.0,0.37
5128,Scooby-Doo! Classic Creep Capers,n64,2000.0,action,thq,0.3,0.06,0.0,0.0,0.37
5129,Dragonfire,2600,1981.0,action,imagic,0.35,0.02,0.0,0.0,0.37
5130,Custom Robo,gc,2004.0,role-playing,nintendo,0.29,0.07,0.0,0.01,0.37
5131,FIFA Soccer 13,psp,2012.0,action,electronic arts,0.05,0.19,0.02,0.1,0.37
5132,Command & Conquer: Red Alert 3 Ultimate Edition,ps3,2009.0,strategy,electronic arts,0.14,0.17,0.0,0.06,0.37
5133,Harry Potter and the Order of the Phoenix,psp,2007.0,action,electronic arts,0.1,0.17,0.0,0.1,0.37
5134,Medieval II: Total War Gold Edition,pc,2008.0,strategy,sega,0.0,0.33,0.0,0.03,0.37
5135,Pac-Man World 2,gc,2002.0,action,nintendo,0.28,0.07,0.0,0.01,0.37
5136,Kotoba no Puzzle: Mojipittan DS,ds,2007.0,puzzle,namco bandai games,0.0,0.0,0.37,0.0,0.37
5137,Barbie Horse Adventures: Blue Ribbon Race,gba,2003.0,sports,knowledge adventure,0.26,0.1,0.0,0.01,0.37
5138,Bionic Commando,ps3,2009.0,platform,capcom,0.12,0.17,0.01,0.07,0.37
5139,Wanted: Weapons of Fate,x360,2009.0,shooter,warner bros. interactive entertainment,0.17,0.15,0.0,0.04,0.37
5140,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,gba,2003.0,adventure,square enix,0.0,0.0,0.36,0.01,0.37
5141,Dishonored,ps4,2015.0,action,bethesda softworks,0.11,0.18,0.02,0.06,0.37
5142,Marvel: Ultimate Alliance,psp,2006.0,role-playing,activision,0.33,0.0,0.0,0.03,0.37
5143,NFL Street 2 Unleashed,psp,2005.0,sports,electronic arts,0.34,0.0,0.0,0.03,0.37
5144,Super Robot Taisen EX,snes,1994.0,strategy,banpresto,0.0,0.0,0.37,0.0,0.37
5145,FIFA Street 2,ps2,2006.0,sports,electronic arts,0.17,0.13,0.02,0.04,0.37
5146,Bottom of the 9th,n64,1999.0,sports,konami digital entertainment,0.37,0.0,0.0,0.0,0.37
5147,Theatrhythm Final Fantasy: Curtain Call,3ds,2014.0,misc,square enix,0.13,0.08,0.15,0.02,0.37
5148,Trauma Center: Under the Knife,ds,2005.0,simulation,nintendo,0.3,0.01,0.02,0.03,0.37
5149,Shin Megami Tensei II,snes,1994.0,role-playing,atlus,0.0,0.0,0.37,0.0,0.37
5150,Xenosaga Episode III: Also sprach Zarathustra,ps2,2006.0,role-playing,namco bandai games,0.09,0.07,0.18,0.02,0.37
5151,Build-A-Bear Workshop: A Friend Fur All Seasons,wii,2008.0,simulation,game factory,0.34,0.0,0.0,0.03,0.37
5152,Sid Meier's Civilization: Beyond Earth,pc,2014.0,strategy,take-two interactive,0.11,0.22,0.0,0.03,0.37
5153,Need for Speed: The Run,pc,2011.0,action,electronic arts,0.09,0.21,0.0,0.07,0.37
5154,Virtua Fighter 3tb,dc,1998.0,fighting,sega,0.0,0.0,0.37,0.0,0.37
5155,Transformers: Dark of the Moon,ps3,2011.0,action,activision,0.11,0.19,0.0,0.07,0.37
5156,Mini-Yonku GB: Let's & Go!!,gb,1997.0,strategy,ascii entertainment,0.0,0.0,0.37,0.0,0.37
5157,Skylanders SWAP Force,ps4,2013.0,platform,activision,0.2,0.12,0.0,0.05,0.37
5158,LEGO Batman 2: DC Super Heroes,psv,2012.0,action,warner bros. interactive entertainment,0.17,0.13,0.0,0.06,0.37
5159,Rock Band 4,ps4,2015.0,misc,harmonix music systems,0.25,0.05,0.0,0.07,0.37
5160,Left 4 Dead 2,pc,2009.0,shooter,valve software,0.0,0.32,0.0,0.04,0.37
5161,The Sims 2: Castaway,ps2,2007.0,simulation,electronic arts,0.3,0.01,0.0,0.05,0.37
5162,NCAA Football 07,psp,2006.0,sports,electronic arts,0.34,0.0,0.0,0.03,0.37
5163,The Chronicles of Narnia: Prince Caspian,wii,2008.0,action,disney interactive studios,0.31,0.02,0.0,0.03,0.36
5164,NBA Live 2003,xb,2009.0,sports,electronic arts,0.31,0.04,0.0,0.01,0.36
5165,Dreamworks Madagascar Kartz,ds,2009.0,racing,activision,0.25,0.08,0.0,0.03,0.36
5166,My Horse & Me,ds,2007.0,sports,atari,0.33,0.0,0.0,0.03,0.36
5167,GoldenEye: Rogue Agent,gc,2004.0,shooter,electronic arts,0.28,0.07,0.0,0.01,0.36
5168,Zero4 Champ RR,snes,1994.0,sports,media rings,0.0,0.0,0.36,0.0,0.36
5169,Dragon Ball Z: Infinite World,ps2,2008.0,fighting,namco bandai games,0.08,0.06,0.21,0.02,0.36
5170,Nonomura Byoin no Hitobito,sat,1996.0,adventure,elf,0.0,0.0,0.36,0.0,0.36
5171,Tom Clancy's HAWX 2,x360,2010.0,action,ubisoft,0.24,0.09,0.01,0.03,0.36
5172,ESPN X Games Skateboarding,ps2,2001.0,sports,konami digital entertainment,0.18,0.14,0.0,0.05,0.36
